Gene	numberofposfactors	txids	interpolyAdist
ENSG00000085382.11	3	ENST00000518402.5,ENST00000518503.5_ENST00000369125.6_ENST00000262903.8	NA
ENSG00000187772.7	2	ENST00000637759.1_ENST00000345080.4	2853
ENSG00000112276.13	3	ENST00000446408.2_ENST00000336775.9_ENST00000314641.9	NA
ENSG00000085377.13	2	ENST00000448705.1_ENST00000369110.7	44690
ENSG00000057663.15	3	ENST00000613993.1_ENST00000343245.7,ENST00000360666.6,ENST00000635758.2,ENST00000369076.7_ENST00000636437.1	NA
ENSG00000057657.15	2	ENST00000369091.6_ENST00000369096.8,ENST00000369089.3	2431
ENSG00000112297.14	2	ENST00000369066.7_ENST00000633556.1	1518
ENSG00000130348.11	2	ENST00000369044.1_ENST00000369046.8	14594
ENSG00000272398.5	5	ENST00000610952.1_ENST00000622315.1,ENST00000619869.1_ENST00000620405.1_ENST00000615659.1_ENST00000606017.1,ENST00000619133.4	NA
ENSG00000164494.11	2	ENST00000369031.4_ENST00000369037.8	111629
ENSG00000112320.11	2	ENST00000618129.1_ENST00000317357.9	145094
ENSG00000146285.13	4	ENST00000369021.7_ENST00000369020.7_ENST00000369025.6_ENST00000369022.6	NA
ENSG00000112335.14	3	ENST00000349379.5_ENST00000426155.6_ENST00000230085.12	NA
ENSG00000135537.16	2	ENST00000421954.5_ENST00000368977.8	2884
ENSG00000118689.14	2	ENST00000540898.1_ENST00000406360.1,ENST00000343882.10	4023
ENSG00000118690.12	3	ENST00000414610.1_ENST00000392644.8_ENST00000368972.7	NA
ENSG00000183137.14	6	ENST00000519095.5_ENST00000407272.5_ENST00000521277.5_ENST00000523174.1_ENST00000368968.6,ENST00000368970.6_ENST00000523787.5,ENST00000520883.5,ENST00000521522.5,ENST00000359793.7,ENST00000517392.5	NA
ENSG00000135535.16	2	ENST00000512821.5_ENST00000504373.2,ENST00000275080.11,ENST00000324953.9,ENST00000413644.6,ENST00000310786.9	1307
ENSG00000185250.15	2	ENST00000440797.6_ENST00000424445.6,ENST00000521072.6	2513
ENSG00000155085.15	5	ENST00000285397.9_ENST00000368948.6_ENST00000491875.5,ENST00000355283.1_ENST00000490722.1_ENST00000470564.5,ENST00000424296.6	NA
ENSG00000112367.10	2	ENST00000368941.1_ENST00000230124.7	81948
ENSG00000168438.14	2	ENST00000307731.1,ENST00000368932.5_ENST00000368930.5	22052
ENSG00000004809.13	2	ENST00000330550.8_ENST00000451557.5,ENST00000368919.7	69
ENSG00000123505.15	2	ENST00000368877.9_ENST00000368882.7,ENST00000368876.2,ENST00000368885.7	1731
ENSG00000112394.16	4	ENST00000612036.4,ENST00000439288.5_ENST00000419619.2_ENST00000368851.9_ENST00000368850.4	NA
ENSG00000009413.15	2	ENST00000619481.1_ENST00000368802.7,ENST00000368805.5,ENST00000358835.7,ENST00000435970.5	8679
ENSG00000056972.18	3	ENST00000368735.1_ENST00000392556.8,ENST00000359831.8,ENST00000340026.10_ENST00000368761.9	NA
ENSG00000010810.17	2	ENST00000229471.8,ENST00000368667.6,ENST00000368678.8_ENST00000538466.5,ENST00000368682.7,ENST00000354650.7	954
ENSG00000112761.20	2	ENST00000409166.5,ENST00000230529.9,ENST00000639360.1,ENST00000604763.5_ENST00000361714.5,ENST00000368666.6	1283
ENSG00000203778.7	2	ENST00000604268.1_ENST00000368656.6	1895
ENSG00000112769.18	8	ENST00000453937.2_ENST00000368638.4_ENST00000431543.6_ENST00000368640.8_ENST00000521732.5_ENST00000424408.6_ENST00000389463.8,ENST00000522006.5_ENST00000230538.11	NA
ENSG00000196591.11	3	ENST00000425835.6_ENST00000519108.5,ENST00000368632.6_ENST00000519065.5	NA
ENSG00000123500.9	2	ENST00000327673.4_ENST00000243222.8	103
ENSG00000111817.17	6	ENST00000643175.1_ENST00000647244.1_ENST00000646710.1_ENST00000359564.3_ENST00000331677.7_ENST00000644252.1,ENST00000452085.7	NA
ENSG00000173626.9	2	ENST00000437098.5,ENST00000368602.3_ENST00000356128.4	1494
ENSG00000164451.13	2	ENST00000368596.3,ENST00000405399.5,ENST00000628083.1_ENST00000368597.6	280
ENSG00000111832.12	2	ENST00000487832.6_ENST00000466444.6	4087
ENSG00000111834.12	2	ENST00000368580.4_ENST00000229554.9,ENST00000368581.8	544
ENSG00000153975.9	2	ENST00000368573.5_ENST00000368576.7	16386
ENSG00000173612.9	2	ENST00000368549.7,ENST00000530250.1_ENST00000310357.7	27
ENSG00000047936.10	2	ENST00000403284.2_ENST00000368507.7,ENST00000368508.7	40120
ENSG00000164465.18	2	ENST00000338728.9_ENST00000296955.12	20061
ENSG00000111860.13	3	ENST00000419517.2_ENST00000360290.7,ENST00000392500.7_ENST00000368491.7,ENST00000368488.9	NA
ENSG00000111877.17	2	ENST00000316068.7_ENST00000619706.4,ENST00000316316.10	97155
ENSG00000111879.18	6	ENST00000448815.2_ENST00000522284.5_ENST00000521531.5_ENST00000368472.6_ENST00000481884.6,ENST00000517987.5,ENST00000617072.4,ENST00000621231.4,ENST00000338891.11,ENST00000368475.8,ENST00000352896.9_ENST00000521043.5	NA
ENSG00000146350.13	2	ENST00000398212.6_ENST00000275159.10	534
ENSG00000025156.12	2	ENST00000368455.8_ENST00000452194.5	153
ENSG00000135549.14	3	ENST00000368446.1_ENST00000392491.6,ENST00000354275.2,ENST00000368448.5,ENST00000368452.6_ENST00000392490.5,ENST00000615438.4,ENST00000258014.3	NA
ENSG00000164434.11	2	ENST00000356535.4_ENST00000368444.7	1178
ENSG00000146352.12	2	ENST00000368438.1_ENST00000275162.9	8460
ENSG00000186439.12	6	ENST00000422596.1_ENST00000542443.5_ENST00000546248.5_ENST00000361029.8_ENST00000628709.2_ENST00000334268.8	NA
ENSG00000188580.14	3	ENST00000368416.5_ENST00000545433.2_ENST00000368417.5	NA
ENSG00000146373.16	4	ENST00000359704.2_ENST00000368414.6_ENST00000560949.5_ENST00000521654.6	NA
ENSG00000111907.20	5	ENST00000532429.5,ENST00000528193.5_ENST00000534199.5,ENST00000524679.1_ENST00000527711.5_ENST00000392482.6,ENST00000304877.17,ENST00000368402.9_ENST00000368388.6,ENST00000534000.5	NA
ENSG00000111912.19	3	ENST00000229634.13_ENST00000368357.7,ENST00000438495.6,ENST00000444128.2_ENST00000392477.6	NA
ENSG00000066651.18	2	ENST00000334379.10_ENST00000368332.7	388
ENSG00000203760.8	2	ENST00000368325.5,ENST00000368326.5_ENST00000368328.4	267
ENSG00000146374.13	2	ENST00000356698.8_ENST00000368317.3	469
ENSG00000118518.15	5	ENST00000609447.5_ENST00000477776.5_ENST00000476956.5,ENST00000480444.1_ENST00000608991.5,ENST00000610153.1_ENST00000309649.7,ENST00000616343.4,ENST00000368314.5,ENST00000356799.6	NA
ENSG00000093144.18	5	ENST00000461239.2_ENST00000368289.6,ENST00000430841.6_ENST00000368291.6_ENST00000528402.5,ENST00000454591.6_ENST00000531967.5,ENST00000474289.6,ENST00000454859.7	NA
ENSG00000189367.14	2	ENST00000483725.7_ENST00000465254.2	2199
ENSG00000172673.10	4	ENST00000630369.2_ENST00000626040.2_ENST00000368248.4,ENST00000537166.5_ENST00000368250.5	NA
ENSG00000152894.14	6	ENST00000525459.1_ENST00000368207.7_ENST00000368215.7_ENST00000368210.7_ENST00000532331.5,ENST00000368213.9_ENST00000368226.8	NA
ENSG00000198945.7	2	ENST00000533560.5,ENST00000526019.5_ENST00000368136.2,ENST00000368139.6,ENST00000529410.5,ENST00000361794.6	966
ENSG00000164483.16	5	ENST00000324172.10_ENST00000532763.5_ENST00000463253.2_ENST00000437477.6_ENST00000457563.6,ENST00000439090.6,ENST00000368134.6	NA
ENSG00000079819.18	4	ENST00000639623.1_ENST00000525271.5_ENST00000524581.5_ENST00000531410.5,ENST00000530757.5,ENST00000528282.5,ENST00000530481.5,ENST00000392427.7,ENST00000527411.5,ENST00000445890.6,ENST00000368128.6,ENST00000337057.7,ENST00000628542.2	NA
ENSG00000118507.15	3	ENST00000474850.2_ENST00000537868.5_ENST00000342266.4,ENST00000541650.5,ENST00000263050.3,ENST00000431975.6	NA
ENSG00000112282.17	5	ENST00000539158.1_ENST00000368053.8_ENST00000368058.5_ENST00000368060.7,ENST00000368068.7_ENST00000354577.8	NA
ENSG00000079931.14	2	ENST00000392401.3_ENST00000336749.3,ENST00000367963.7	94367
ENSG00000079950.13	2	ENST00000367937.4_ENST00000367941.6	15847
ENSG00000093134.14	3	ENST00000544102.1_ENST00000275223.7,ENST00000414302.6,ENST00000417437.6,ENST00000423615.6,ENST00000427187.6,ENST00000509351.5,ENST00000519686.6,ENST00000392393.7_ENST00000367927.9,ENST00000425515.6	NA
ENSG00000112303.13	3	ENST00000525289.5_ENST00000525270.5_ENST00000326499.10	NA
ENSG00000112319.18	4	ENST00000452339.6_ENST00000431403.3,ENST00000531901.5,ENST00000525849.6_ENST00000430974.6_ENST00000355167.7,ENST00000355286.11,ENST00000367895.9	NA
ENSG00000028839.9	3	ENST00000367871.5_ENST00000613034.4_ENST00000237264.8	NA
ENSG00000118515.11	6	ENST00000524929.1_ENST00000460769.1_ENST00000475719.6_ENST00000528577.5_ENST00000367857.9_ENST00000237305.11,ENST00000413996.7,ENST00000367858.9	NA
ENSG00000118514.13	2	ENST00000367847.2_ENST00000367845.6,ENST00000265605.6	783
ENSG00000112339.14	8	ENST00000525067.1_ENST00000367820.6_ENST00000367822.9_ENST00000314674.7_ENST00000529169.1_ENST00000533274.5_ENST00000527578.5,ENST00000367826.6,ENST00000415177.6_ENST00000367837.9	NA
ENSG00000118513.18	5	ENST00000420123.6_ENST00000430686.2_ENST00000527615.5_ENST00000528774.5,ENST00000533624.5,ENST00000534044.5,ENST00000534121.5_ENST00000341911.9,ENST00000618728.4,ENST00000316528.12,ENST00000442647.6,ENST00000616088.4,ENST00000525369.5,ENST00000367814.8	NA
ENSG00000135541.20	7	ENST00000528103.2,ENST00000534469.1_ENST00000488690.6_ENST00000529865.1_ENST00000327035.10_ENST00000367799.6,ENST00000265602.10_ENST00000457866.6_ENST00000367800.8	NA
ENSG00000171408.13	2	ENST00000446774.1_ENST00000615259.4,ENST00000308191.10	39499
ENSG00000146410.11	2	ENST00000532958.1_ENST00000420702.5,ENST00000451457.6	2120
ENSG00000029363.16	7	ENST00000628517.2_ENST00000392348.6_ENST00000534762.5_ENST00000527759.5_ENST00000530767.5_ENST00000527536.5_ENST00000353331.8,ENST00000531224.5	NA
ENSG00000135525.18	5	ENST00000438100.6,ENST00000611373.1_ENST00000544465.5_ENST00000454590.5_ENST00000354570.7_ENST00000617204.4,ENST00000432797.6,ENST00000616617.4,ENST00000618822.4	NA
ENSG00000112357.12	3	ENST00000367756.8_ENST00000541292.5_ENST00000318471.4	NA
ENSG00000016402.13	2	ENST00000367746.3_ENST00000541547.5,ENST00000316649.9,ENST00000367748.4	8917
ENSG00000118503.14	4	ENST00000614035.4_ENST00000621150.3_ENST00000615468.4,ENST00000620204.3_ENST00000612899.4,ENST00000237289.8	NA
ENSG00000051620.10	2	ENST00000367697.7,ENST00000448741.5_ENST00000607197.5	9024
ENSG00000135540.11	2	ENST00000343505.9_ENST00000427025.6	528
ENSG00000135597.18	4	ENST00000526022.1_ENST00000478483.6,ENST00000529597.5,ENST00000415951.6,ENST00000367663.8,ENST00000409812.6,ENST00000258062.9_ENST00000626459.2_ENST00000450536.6	NA
ENSG00000146386.7	2	ENST00000461027.1_ENST00000367660.3	8726
ENSG00000164442.9	3	ENST00000618718.1_ENST00000537332.2,ENST00000536159.2_ENST00000367651.3	NA
ENSG00000009844.15	3	ENST00000367621.1_ENST00000452973.6,ENST00000620996.4_ENST00000367630.8	NA
ENSG00000112414.14	2	ENST00000508295.2_ENST00000296932.12,ENST00000367609.7,ENST00000367608.6,ENST00000230173.10	45490
ENSG00000146416.18	4	ENST00000367596.5_ENST00000494282.6,ENST00000629020.2_ENST00000275235.8_ENST00000646199.1,ENST00000357847.8	NA
ENSG00000189007.15	2	ENST00000237283.8_ENST00000606514.5	4157
ENSG00000001036.13	2	ENST00000451668.1_ENST00000002165.10	2141
ENSG00000112419.14	5	ENST00000397980.3_ENST00000440869.6_ENST00000367584.8_ENST00000367582.7_ENST00000427704.6	NA
ENSG00000118495.18	5	ENST00000417959.4_ENST00000367571.3_ENST00000625622.2_ENST00000367572.3_ENST00000392307.2,ENST00000360537.6,ENST00000354765.6,ENST00000416623.5,ENST00000437412.5,ENST00000444202.5	NA
ENSG00000112425.14	9	ENST00000638778.1_ENST00000638783.1_ENST00000640980.1_ENST00000639465.1_ENST00000638262.1_ENST00000435470.2,ENST00000611340.5_ENST00000367519.8,ENST00000618445.4,ENST00000639423.1_ENST00000450221.6_ENST00000638717.1	NA
ENSG00000146414.15	4	ENST00000367503.7_ENST00000275233.11_ENST00000438092.6,ENST00000629427.2,ENST00000367505.6_ENST00000417762.5	NA
ENSG00000152822.13	2	ENST00000355289.8,ENST00000507907.1_ENST00000492807.6,ENST00000282753.5,ENST00000361719.6	2713
ENSG00000118492.16	3	ENST00000473647.1_ENST00000367489.2_ENST00000367490.5,ENST00000397944.7	NA
ENSG00000164506.14	3	ENST00000546097.5_ENST00000321680.10,ENST00000367480.7_ENST00000367481.7	NA
ENSG00000203727.3	2	ENST00000367474.1_ENST00000566741.1	167526
ENSG00000055208.18	2	ENST00000637181.1,ENST00000636456.1_ENST00000538427.5,ENST00000367456.5	218
ENSG00000178199.13	3	ENST00000409948.1_ENST00000458251.1_ENST00000409806.7	NA
ENSG00000131013.3	2	ENST00000340881.2_ENST00000253329.2	542
ENSG00000055211.12	2	ENST00000433539.1_ENST00000367419.9	9465
ENSG00000131023.12	3	ENST00000392273.7_ENST00000253339.9_ENST00000543571.5	NA
ENSG00000120253.13	2	ENST00000367404.8_ENST00000340413.6	2453
ENSG00000120265.16	2	ENST00000367378.5_ENST00000367380.9,ENST00000367384.6,ENST00000464889.5,ENST00000544496.5	8890
ENSG00000120256.9	2	ENST00000367368.2_ENST00000239367.6	23756
ENSG00000164520.11	4	ENST00000529948.1_ENST00000367363.3_ENST00000357183.8_ENST00000532335.5	NA
ENSG00000203722.7	2	ENST00000479265.1_ENST00000367360.6	1829
ENSG00000155918.7	2	ENST00000286380.2_ENST00000367341.5	1796
ENSG00000131019.10	2	ENST00000438272.2_ENST00000367339.6	1457
ENSG00000009765.14	5	ENST00000425615.3_ENST00000392255.7_ENST00000500320.7_ENST00000229447.9_ENST00000344419.7	NA
ENSG00000120278.16	2	ENST00000644968.1_ENST00000358517.6	315
ENSG00000120254.15	4	ENST00000367307.8_ENST00000420192.1_ENST00000450635.1,ENST00000453602.1_ENST00000611279.4,ENST00000618312.4,ENST00000367321.7	NA
ENSG00000131016.16	2	ENST00000253332.5,ENST00000354675.10,ENST00000359755.5_ENST00000402676.6	1784
ENSG00000155906.17	4	ENST00000491268.2_ENST00000622845.5_ENST00000367303.9_ENST00000444024.2	NA
ENSG00000091831.23	4	ENST00000406599.5,ENST00000456483.3_ENST00000338799.9_ENST00000206249.7,ENST00000440973.5,ENST00000443427.5_ENST00000427531.6	NA
ENSG00000131018.22	11	ENST00000610489.1_ENST00000466159.6_ENST00000495090.6_ENST00000413186.6_ENST00000367248.7_ENST00000367253.8_ENST00000469439.1,ENST00000454018.6_ENST00000448038.2_ENST00000354674.4_ENST00000367251.7_ENST00000539504.5,ENST00000367257.8,ENST00000423061.5,ENST00000341594.9,ENST00000367255.9	NA
ENSG00000120279.6	3	ENST00000529453.1_ENST00000532295.1_ENST00000367245.5	NA
ENSG00000091844.7	2	ENST00000206262.1_ENST00000367225.6	6263
ENSG00000112038.17	11	ENST00000428397.6_ENST00000360422.8_ENST00000229768.9_ENST00000419506.6,ENST00000524163.5_ENST00000414028.6,ENST00000435918.6_ENST00000452687.6_ENST00000434900.6_ENST00000518759.5,ENST00000520708.5_ENST00000522236.1,ENST00000522555.5_ENST00000330432.11_ENST00000337049.8	NA
ENSG00000074706.13	4	ENST00000519344.5_ENST00000367220.8_ENST00000422970.6_ENST00000265198.8	NA
ENSG00000153721.18	2	ENST00000479339.5_ENST00000607772.5	18606
ENSG00000213079.9	2	ENST00000367178.7_ENST00000367186.7,ENST00000417268.3	184
ENSG00000146426.18	3	ENST00000528391.6,ENST00000529824.6,ENST00000456877.6,ENST00000275246.11_ENST00000360366.8_ENST00000461783.7	NA
ENSG00000049618.22	13	ENST00000636607.1_ENST00000494260.2_ENST00000637532.1_ENST00000636748.1_ENST00000638000.1_ENST00000637887.1_ENST00000637003.1_ENST00000400790.3,ENST00000319584.11_ENST00000637810.1_ENST00000637904.1,ENST00000637015.1,ENST00000635849.1_ENST00000350026.10,ENST00000414678.7,ENST00000635928.1_ENST00000636930.1_ENST00000346085.9	NA
ENSG00000215712.10	2	ENST00000367144.4_ENST00000400788.8	28795
ENSG00000175048.16	2	ENST00000414563.6_ENST00000359775.9	4201
ENSG00000078269.14	4	ENST00000367113.5_ENST00000640338.1_ENST00000367122.6_ENST00000355585.8,ENST00000638626.1	NA
ENSG00000122335.14	7	ENST00000367101.5_ENST00000642903.1_ENST00000644972.1_ENST00000646410.1_ENST00000642244.1_ENST00000646208.1_ENST00000367104.8,ENST00000647468.1	NA
ENSG00000130338.12	2	ENST00000367094.6_ENST00000367097.7	3452
ENSG00000130363.11	3	ENST00000252655.1_ENST00000449822.5_ENST00000367069.6	NA
ENSG00000164691.17	2	ENST00000338313.5_ENST00000326965.7,ENST00000367066.7	4444
ENSG00000112096.17	6	ENST00000452684.2_ENST00000337404.8_ENST00000444946.6_ENST00000367054.6_ENST00000367055.8_ENST00000538183.6	NA
ENSG00000146457.14	2	ENST00000337387.4,ENST00000614346.4,ENST00000631126.2_ENST00000621533.4,ENST00000358372.8	6898
ENSG00000120438.11	2	ENST00000420894.6,ENST00000544255.5,ENST00000392168.6_ENST00000321394.11	489
ENSG00000197081.12	2	ENST00000475834.1_ENST00000356956.5	21164
ENSG00000112499.12	2	ENST00000366952.1_ENST00000366953.7	27423
ENSG00000198670.11	3	ENST00000614786.1_ENST00000447678.2_ENST00000316300.9	NA
ENSG00000122194.18	2	ENST00000366924.6_ENST00000308192.13	41423
ENSG00000026652.13	4	ENST00000366905.3_ENST00000437165.1_ENST00000320285.8_ENST00000366911.9	NA
ENSG00000185345.19	6	ENST00000612540.1_ENST00000615065.1_ENST00000366892.5_ENST00000610470.4,ENST00000338468.7,ENST00000366894.5_ENST00000366896.5,ENST00000366897.5_ENST00000366898.5	NA
ENSG00000112530.11	5	ENST00000534958.5_ENST00000542936.1_ENST00000611387.1_ENST00000366888.6_ENST00000337019.7,ENST00000366889.6	NA
ENSG00000112531.16	4	ENST00000424802.7_ENST00000275262.11,ENST00000392127.6,ENST00000453779.6_ENST00000537883.5_ENST00000361752.7	NA
ENSG00000112541.13	3	ENST00000616273.1_ENST00000539869.2_ENST00000366882.5	NA
ENSG00000071242.11	4	ENST00000405189.7_ENST00000481261.6_ENST00000503859.5_ENST00000265678.8,ENST00000510118.5	NA
ENSG00000213066.12	3	ENST00000349556.4_ENST00000622353.4_ENST00000366847.8	NA
ENSG00000112486.16	4	ENST00000643861.1_ENST00000349984.6_ENST00000400926.5_ENST00000341935.9	NA
ENSG00000112494.9	2	ENST00000366829.2_ENST00000230256.7	31
ENSG00000203690.11	4	ENST00000476779.2_ENST00000460930.2_ENST00000397829.8,ENST00000617120.4_ENST00000366827.6	NA
ENSG00000130396.20	12	ENST00000423229.1_ENST00000497596.2_ENST00000344191.8_ENST00000476946.2_ENST00000392108.7_ENST00000447894.6_ENST00000485634.6_ENST00000507704.5_ENST00000351017.8_ENST00000366806.6_ENST00000515794.1_ENST00000392112.5,ENST00000400822.7	NA
ENSG00000125337.17	2	ENST00000496008.1_ENST00000443060.6,ENST00000643607.1,ENST00000351261.4,ENST00000354419.6	8942
ENSG00000153303.17	4	ENST00000336070.11_ENST00000440994.6_ENST00000283309.10_ENST00000646385.1,ENST00000644440.1	NA
ENSG00000164488.11	3	ENST00000607983.1,ENST00000610183.1_ENST00000366795.3_ENST00000366796.7	NA
ENSG00000112562.18	2	ENST00000417208.1_ENST00000535039.5,ENST00000354536.9,ENST00000356284.6	2770
ENSG00000186340.14	2	ENST00000617924.4_ENST00000366787.7	412
ENSG00000184465.15	3	ENST00000441385.2_ENST00000423258.5_ENST00000448612.5	NA
ENSG00000130024.14	2	ENST00000612128.1_ENST00000366780.8,ENST00000339209.8,ENST00000621772.4	3120
ENSG00000130023.15	2	ENST00000418781.7,ENST00000588451.1,ENST00000392095.8_ENST00000366772.6,ENST00000366773.7	64
ENSG00000112584.13	4	ENST00000537664.5_ENST00000630384.2_ENST00000625626.1_ENST00000476287.3	NA
ENSG00000071994.10	6	ENST00000443345.2_ENST00000537445.5,ENST00000614056.4_ENST00000453163.6_ENST00000542896.5_ENST00000392090.6_ENST00000541970.5	NA
ENSG00000197461.13	3	ENST00000400761.7_ENST00000354513.9_ENST00000402802.7	NA
ENSG00000188191.14	3	ENST00000400758.6_ENST00000360274.8,ENST00000403562.5_ENST00000544935.5,ENST00000406797.5,ENST00000537384.5	NA
ENSG00000164818.15	2	ENST00000440747.5,ENST00000403952.3_ENST00000297440.10	431
ENSG00000164828.17	3	ENST00000403868.5_ENST00000457378.6_ENST00000429178.5,ENST00000405266.5,ENST00000389574.7,ENST00000401592.5,ENST00000433212.5,ENST00000425407.6,ENST00000452783.6	NA
ENSG00000105963.13	2	ENST00000453175.6_ENST00000617043.4,ENST00000446141.5,ENST00000449296.6,ENST00000611167.4,ENST00000265846.9,ENST00000539900.5	1016
ENSG00000073067.13	2	ENST00000415893.1_ENST00000308919.11,ENST00000340150.10	836
ENSG00000146540.14	2	ENST00000444428.5_ENST00000412051.5,ENST00000397098.7,ENST00000357429.10,ENST00000397100.6	620
ENSG00000164850.14	3	ENST00000401670.1_ENST00000619052.1_ENST00000617001.1,ENST00000397088.3,ENST00000297469.3,ENST00000397092.5	NA
ENSG00000178381.11	2	ENST00000574135.1,ENST00000316495.7_ENST00000401903.5	836
ENSG00000157778.8	2	ENST00000252329.3_ENST00000288607.2,ENST00000404674.7	262
ENSG00000122687.17	2	ENST00000407040.1_ENST00000440306.3,ENST00000242257.12	756
ENSG00000136213.9	2	ENST00000618655.1_ENST00000258711.7	13904
ENSG00000106003.12	2	ENST00000338732.7,ENST00000402506.5,ENST00000614382.1,ENST00000222725.9,ENST00000402045.5_ENST00000359574.7	748
ENSG00000106012.17	4	ENST00000476665.5,ENST00000611775.4_ENST00000325979.11,ENST00000438376.6_ENST00000404984.5_ENST00000623361.3,ENST00000402050.6	NA
ENSG00000136295.14	2	ENST00000429448.1_ENST00000403167.5,ENST00000407643.5,ENST00000258796.11	2960
ENSG00000174945.13	2	ENST00000407112.1_ENST00000312371.8	3429
ENSG00000146535.13	2	ENST00000407653.1,ENST00000407904.7_ENST00000275364.7	449
ENSG00000146555.18	3	ENST00000426596.1_ENST00000389531.7_ENST00000404826.6,ENST00000615806.4	NA
ENSG00000164916.10	2	ENST00000460979.2_ENST00000328914.4	16392
ENSG00000146587.17	2	ENST00000353796.7_ENST00000396912.1	2231
ENSG00000157954.14	5	ENST00000484262.1_ENST00000404704.7_ENST00000382384.6_ENST00000401525.7_ENST00000288828.8	NA
ENSG00000164638.10	2	ENST00000297195.8,ENST00000406453.3_ENST00000396872.7	2810
ENSG00000182095.14	2	ENST00000399434.2_ENST00000399537.8,ENST00000430969.5	82650
ENSG00000155034.18	3	ENST00000458142.1_ENST00000620087.1,ENST00000382368.7_ENST00000453700.7	NA
ENSG00000075624.14	2	ENST00000493945.6_ENST00000464611.1,ENST00000646664.1,ENST00000331789.10	389
